age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
37.0,Private,198554.0,Bachelors,13.0,Married-civ-spouse,,Not-in-family,White,Male,0.0,0.0,72.0,United-States,1
26.0,Private,466073.0,Assoc-acdm,12.0,Married-civ-spouse,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,0
41.0,Private,933112.0,HS-grad,9.0,Married-civ-spouse,Sales,Own-child,White,Female,0.0,0.0,43.0,United-States,1
76.0,Private,526054.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,36.0,Other,0
86.0,Private,1046551.0,HS-grad,9.0,Divorced,,Not-in-family,White,Female,0.0,0.0,46.0,United-States,0
64.0,Private,1301392.0,11th,7.0,Never-married,,Husband,White,Male,0.0,2267.0,37.0,United-States,0
63.0,Private,716319.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,39.0,United-States,0
62.0,Private,343390.0,Assoc-voc,11.0,Never-married,Other-service,Husband,White,Female,0.0,0.0,63.0,United-States,0
52.0,Private,936662.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,6.0,United-States,0
48.0,Private,1117392.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Unmarried,White,Male,0.0,0.0,36.0,Philippines,0
62.0,Private,112192.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,38.0,United-States,0
75.0,Private,655488.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Male,0.0,0.0,5.0,Other,0
47.0,Private,226968.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Male,0.0,0.0,40.0,United-States,0
58.0,Federal-gov,420411.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0
51.0,,1273525.0,HS-grad,9.0,Married-civ-spouse,Other-service,Unmarried,White,Male,0.0,0.0,41.0,United-States,0
38.0,Private,558600.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,48.0,Other,0
38.0,,1095276.0,Assoc-acdm,12.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,46.0,United-States,1
22.0,Private,711687.0,7th-8th,4.0,Separated,Machine-op-inspct,Not-in-family,White,Male,0.0,1848.0,30.0,Other,0
49.0,Private,169990.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,20.0,United-States,0
69.0,Private,1348230.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0.0,0.0,25.0,United-States,0
67.0,Private,925327.0,HS-grad,9.0,Divorced,Craft-repair,Husband,White,Male,0.0,0.0,51.0,United-States,0
89.0,,402327.0,HS-grad,9.0,Married-civ-spouse,,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
19.0,State-gov,260596.0,Some-college,10.0,Divorced,Sales,Husband,White,Male,0.0,0.0,20.0,United-States,0
73.0,Private,1179346.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,Other,0
75.0,Private,464107.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Own-child,Black,Male,0.0,0.0,39.0,United-States,1
49.0,Private,323306.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0.0,0.0,36.0,Other,0
37.0,Private,542217.0,Some-college,10.0,Never-married,,Wife,White,Male,0.0,0.0,46.0,United-States,0
43.0,Local-gov,112162.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,23.0,United-States,1
67.0,Local-gov,203245.0,11th,7.0,Never-married,Prof-specialty,Other-relative,White,Male,25236.0,0.0,48.0,United-States,1
80.0,Private,459818.0,11th,7.0,Married-civ-spouse,Exec-managerial,Husband,White,Female,0.0,0.0,36.0,United-States,1
64.0,Self-emp-inc,402833.0,11th,7.0,Never-married,Exec-managerial,Husband,Black,Male,0.0,0.0,40.0,Other,1
55.0,Private,338035.0,Bachelors,13.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,17.0,United-States,1
65.0,Private,479886.0,9th,5.0,Divorced,Exec-managerial,Not-in-family,White,Male,4934.0,0.0,42.0,United-States,0
22.0,Self-emp-not-inc,862378.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
62.0,Private,298416.0,Bachelors,13.0,Divorced,Other-service,Husband,White,Male,0.0,0.0,48.0,United-States,1
20.0,Local-gov,624418.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,28.0,Other,1
87.0,Private,708872.0,HS-grad,9.0,Never-married,,Unmarried,White,Female,0.0,0.0,42.0,United-States,0
82.0,Private,256056.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,75.0,United-States,1
54.0,Self-emp-not-inc,193450.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0.0,0.0,29.0,United-States,0
44.0,Private,1274950.0,Masters,14.0,Never-married,Craft-repair,Unmarried,Black,Male,0.0,0.0,47.0,United-States,1
71.0,Private,1106941.0,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Female,25236.0,0.0,47.0,United-States,1
64.0,State-gov,1035624.0,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,61.0,United-States,0
69.0,Private,1326692.0,7th-8th,4.0,Never-married,Adm-clerical,Husband,Black,Female,0.0,0.0,44.0,United-States,0
55.0,Private,432141.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,0.0,39.0,United-States,1
34.0,Private,1156577.0,HS-grad,9.0,Never-married,Tech-support,Husband,White,Male,4934.0,2042.0,51.0,United-States,0
22.0,State-gov,582745.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0.0,0.0,54.0,United-States,0
37.0,Federal-gov,848716.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,14084.0,0.0,31.0,United-States,1
56.0,Private,910845.0,Some-college,10.0,Never-married,Exec-managerial,Husband,White,Male,0.0,0.0,38.0,United-States,0
48.0,Private,724446.0,10th,6.0,Married-civ-spouse,Tech-support,Own-child,White,Male,0.0,0.0,23.0,United-States,0
54.0,Private,57162.0,HS-grad,9.0,Divorced,Adm-clerical,Husband,White,Female,0.0,0.0,56.0,United-States,1
37.0,Private,557033.0,HS-grad,9.0,Never-married,Protective-serv,Husband,White,Female,0.0,0.0,26.0,United-States,0
86.0,Private,723091.0,HS-grad,9.0,Married-civ-spouse,,Own-child,White,Male,5013.0,0.0,46.0,United-States,0
44.0,,369438.0,Some-college,10.0,Divorced,,Own-child,White,Female,0.0,0.0,25.0,United-States,0
79.0,Private,307386.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,64.0,Other,0
45.0,Private,1003005.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,2205.0,25.0,Other,0
49.0,Private,1279727.0,9th,5.0,Married-civ-spouse,Prof-specialty,Husband,White,Female,0.0,0.0,49.0,United-States,0
61.0,Private,481498.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298.0,0.0,79.0,United-States,0
36.0,Self-emp-not-inc,113731.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,7298.0,0.0,24.0,Mexico,1
33.0,State-gov,947262.0,Bachelors,13.0,Never-married,Exec-managerial,Wife,White,Female,0.0,1977.0,38.0,United-States,1
45.0,Private,1324364.0,Bachelors,13.0,Separated,Craft-repair,Husband,White,Male,25236.0,0.0,33.0,United-States,1
76.0,Local-gov,89068.0,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,62.0,United-States,0
27.0,Private,1394992.0,Prof-school,15.0,Widowed,Exec-managerial,Husband,Black,Male,0.0,0.0,43.0,Other,1
49.0,State-gov,473161.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,36.0,United-States,1
66.0,Local-gov,733741.0,Masters,14.0,Widowed,Exec-managerial,Husband,White,Female,0.0,0.0,23.0,United-States,0
69.0,Private,195813.0,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,0.0,36.0,United-States,0
49.0,Private,845961.0,11th,7.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,44.0,Mexico,1
23.0,Private,877618.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0.0,0.0,39.0,United-States,1
18.0,Local-gov,866454.0,11th,7.0,Married-civ-spouse,Sales,Unmarried,White,Male,0.0,0.0,52.0,United-States,1
51.0,Private,445418.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,41.0,United-States,0
76.0,State-gov,182078.0,5th-6th,3.0,Never-married,Tech-support,Husband,White,Male,0.0,0.0,45.0,Other,0
19.0,Private,685617.0,Assoc-voc,11.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,Other,0
82.0,Private,1376462.0,10th,6.0,Married-civ-spouse,,Not-in-family,White,Male,0.0,0.0,26.0,United-States,1
67.0,Private,196355.0,HS-grad,9.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,43.0,United-States,0
17.0,Local-gov,435929.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Female,0.0,0.0,54.0,United-States,0
42.0,Private,870544.0,Some-college,10.0,Married-civ-spouse,Other-service,Own-child,White,Male,0.0,0.0,39.0,United-States,1
33.0,Private,1069802.0,HS-grad,9.0,Never-married,Craft-repair,Wife,White,Female,0.0,0.0,45.0,United-States,0
87.0,Private,361353.0,HS-grad,9.0,Married-spouse-absent,Sales,Own-child,White,Female,0.0,0.0,55.0,United-States,1
58.0,Private,1115606.0,12th,8.0,Separated,Prof-specialty,Own-child,White,Male,7298.0,2205.0,30.0,United-States,0
40.0,Private,1151966.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Female,25236.0,0.0,44.0,United-States,1
37.0,Private,176024.0,Some-college,10.0,Married-spouse-absent,,Husband,White,Male,0.0,0.0,39.0,United-States,0
58.0,Private,1071235.0,9th,5.0,Never-married,Prof-specialty,Husband,White,Male,25236.0,0.0,50.0,United-States,1
17.0,Self-emp-inc,913226.0,Some-college,10.0,Married-civ-spouse,Sales,Not-in-family,White,Female,0.0,0.0,31.0,United-States,1
36.0,Private,1194590.0,Assoc-voc,11.0,Married-civ-spouse,,Husband,White,Female,0.0,0.0,44.0,United-States,1
29.0,Private,554852.0,Bachelors,13.0,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,48.0,United-States,0
62.0,Private,881606.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,52.0,United-States,0
66.0,Self-emp-not-inc,531366.0,10th,6.0,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0.0,0.0,32.0,United-States,0
51.0,,105791.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,0.0,0.0,25.0,United-States,0
27.0,Private,1336753.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Own-child,White,Male,0.0,0.0,48.0,United-States,0
44.0,Private,509137.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,43.0,United-States,1
79.0,Private,144728.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,32.0,United-States,0
32.0,Private,1303423.0,Some-college,10.0,Never-married,Other-service,Husband,White,Male,0.0,0.0,57.0,United-States,0
29.0,Private,712090.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,38.0,United-States,0
25.0,Private,845335.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0.0,0.0,42.0,United-States,1
77.0,,967063.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,53.0,United-States,1
25.0,Local-gov,241396.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,32.0,United-States,0
60.0,Private,175204.0,Masters,14.0,Never-married,Adm-clerical,Husband,White,Male,0.0,0.0,51.0,United-States,1
90.0,Private,970090.0,10th,6.0,Never-married,Exec-managerial,Unmarried,Black,Male,0.0,0.0,63.0,United-States,0
64.0,Private,696620.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,0.0,36.0,United-States,1
47.0,Local-gov,470983.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Female,0.0,0.0,39.0,United-States,0
32.0,Local-gov,668099.0,HS-grad,9.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,59.0,United-States,0
17.0,Private,217788.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,0.0,0.0,40.0,United-States,1
28.0,Private,709617.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,0.0,0.0,42.0,United-States,1
87.0,State-gov,627701.0,HS-grad,9.0,Never-married,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Other,1
27.0,Private,1055911.0,Bachelors,13.0,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Female,0.0,0.0,64.0,United-States,0
18.0,Private,1330752.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,34.0,United-States,0
77.0,Self-emp-not-inc,1228191.0,Masters,14.0,Married-civ-spouse,Sales,Not-in-family,White,Male,0.0,0.0,44.0,United-States,0
47.0,Private,842378.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0.0,0.0,49.0,Other,1
43.0,,1241711.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,47.0,United-States,0
70.0,Private,702219.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0.0,0.0,32.0,South,0
55.0,Self-emp-not-inc,1155935.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1
84.0,Private,645712.0,Masters,14.0,Divorced,Sales,Husband,White,Female,0.0,0.0,49.0,United-States,1
51.0,State-gov,709665.0,9th,5.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44.0,United-States,0
69.0,Local-gov,832246.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,31.0,United-States,0
82.0,Private,173683.0,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,42.0,United-States,1
51.0,State-gov,665444.0,Assoc-acdm,12.0,Married-civ-spouse,Other-service,Own-child,Black,Male,2407.0,0.0,36.0,United-States,0
38.0,Private,876496.0,Some-college,10.0,Divorced,Protective-serv,Husband,White,Male,0.0,0.0,38.0,United-States,0
89.0,Private,1252062.0,HS-grad,9.0,Never-married,Adm-clerical,Husband,White,Male,0.0,0.0,39.0,United-States,0
33.0,Private,438609.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,2964.0,0.0,42.0,Other,0
19.0,Private,19850.0,HS-grad,9.0,Married-spouse-absent,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0
59.0,Private,1373739.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,34.0,United-States,0
90.0,Private,622735.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,39.0,United-States,0
23.0,Private,1462680.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,26.0,United-States,0
79.0,Without-pay,943549.0,10th,6.0,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0.0,0.0,35.0,United-States,0
78.0,,405187.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
85.0,Private,447776.0,HS-grad,9.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,42.0,United-States,1
48.0,Local-gov,99352.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Female,0.0,0.0,50.0,United-States,0
35.0,Private,1134279.0,Doctorate,16.0,Married-civ-spouse,Sales,Other-relative,White,Male,0.0,0.0,47.0,United-States,1
54.0,Private,1462128.0,10th,6.0,Married-civ-spouse,,Husband,Black,Female,0.0,0.0,49.0,United-States,0
27.0,Private,644393.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,29.0,United-States,1
79.0,Private,1254639.0,Some-college,10.0,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,0
66.0,Self-emp-inc,828702.0,Bachelors,13.0,Married-civ-spouse,Sales,Own-child,White,Female,0.0,0.0,12.0,United-States,0
52.0,Private,245179.0,Doctorate,16.0,Never-married,,Own-child,White,Female,0.0,2042.0,62.0,United-States,1
55.0,,793834.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0.0,0.0,41.0,United-States,0
69.0,Private,1440089.0,Assoc-voc,11.0,Divorced,Machine-op-inspct,Husband,White,Male,0.0,0.0,44.0,United-States,1
55.0,Private,1435433.0,11th,7.0,Separated,Other-service,Other-relative,White,Male,0.0,0.0,25.0,United-States,0
79.0,Private,1467602.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Female,0.0,0.0,32.0,United-States,1
85.0,Self-emp-not-inc,803979.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,2964.0,0.0,37.0,United-States,0
87.0,Local-gov,1011360.0,1st-4th,2.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,33.0,United-States,0
62.0,Private,825239.0,7th-8th,4.0,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,4934.0,0.0,24.0,United-States,0
71.0,Private,537571.0,Some-college,10.0,Never-married,Exec-managerial,Husband,White,Female,0.0,0.0,32.0,United-States,1
40.0,Private,397615.0,Some-college,10.0,Divorced,Sales,Husband,White,Male,0.0,0.0,42.0,United-States,0
19.0,Private,641087.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,13550.0,0.0,38.0,Other,1
46.0,Private,766553.0,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,41.0,United-States,0
81.0,Local-gov,1073972.0,Assoc-voc,11.0,Divorced,Farming-fishing,Own-child,White,Male,0.0,0.0,65.0,United-States,1
26.0,Private,1406606.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,14084.0,0.0,32.0,United-States,0
57.0,,852735.0,Bachelors,13.0,Never-married,Tech-support,Unmarried,White,Male,0.0,0.0,39.0,Canada,0
31.0,Private,989483.0,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0.0,1740.0,45.0,United-States,1
48.0,Private,15657.0,Assoc-acdm,12.0,Divorced,Other-service,Husband,White,Female,0.0,0.0,53.0,United-States,0
27.0,Private,1062454.0,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,45.0,United-States,1
71.0,Self-emp-not-inc,1138835.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,49.0,United-States,0
76.0,Private,1233577.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0.0,0.0,24.0,United-States,0
73.0,Private,1397780.0,HS-grad,9.0,Never-married,Handlers-cleaners,Husband,White,Male,0.0,0.0,44.0,United-States,1
69.0,Private,1416228.0,HS-grad,9.0,Separated,Tech-support,Husband,White,Male,0.0,0.0,41.0,United-States,1
34.0,Private,22102.0,Bachelors,13.0,Never-married,Sales,Husband,White,Female,0.0,0.0,31.0,United-States,0
56.0,Private,309136.0,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0.0,0.0,37.0,United-States,0
24.0,Private,923394.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,39.0,United-States,0
44.0,Private,1232490.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,61.0,United-States,0
54.0,Private,105067.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Female,0.0,0.0,45.0,United-States,1
66.0,Private,1226046.0,HS-grad,9.0,Divorced,,Own-child,White,Female,0.0,0.0,36.0,United-States,0
24.0,Private,798032.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,52.0,United-States,0
77.0,Private,1213307.0,11th,7.0,Never-married,Other-service,Husband,White,Male,0.0,0.0,45.0,United-States,1
50.0,Self-emp-not-inc,900315.0,Assoc-acdm,12.0,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,49.0,Mexico,0
82.0,Private,85059.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0.0,0.0,34.0,Mexico,0
56.0,Self-emp-not-inc,400099.0,HS-grad,9.0,Never-married,,Husband,White,Male,0.0,0.0,48.0,United-States,0
57.0,Self-emp-not-inc,767215.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0.0,1887.0,54.0,United-States,0
68.0,State-gov,731310.0,Preschool,1.0,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0.0,0.0,46.0,United-States,0
77.0,Private,983268.0,HS-grad,9.0,Separated,,Husband,White,Male,0.0,0.0,25.0,United-States,0
28.0,Self-emp-inc,578208.0,7th-8th,4.0,Never-married,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,Canada,0
54.0,Local-gov,1346823.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,56.0,United-States,0
19.0,Private,251697.0,Some-college,10.0,Never-married,Handlers-cleaners,Wife,White,Male,0.0,0.0,26.0,United-States,0
52.0,,356263.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,0.0,52.0,United-States,1
77.0,Private,84419.0,Some-college,10.0,Married-civ-spouse,Other-service,Unmarried,White,Male,0.0,0.0,39.0,United-States,1
81.0,Self-emp-not-inc,85286.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,2407.0,0.0,45.0,United-States,1
37.0,Private,143354.0,Assoc-acdm,12.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,22.0,United-States,0
45.0,Self-emp-inc,1402112.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,Black,Female,0.0,0.0,45.0,United-States,0
57.0,Private,906869.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35.0,United-States,1
46.0,Local-gov,297552.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0.0,0.0,48.0,United-States,1
30.0,Federal-gov,1230624.0,Bachelors,13.0,Divorced,Sales,Own-child,White,Male,0.0,2205.0,61.0,Other,1
39.0,Private,289651.0,Bachelors,13.0,Separated,Other-service,Own-child,White,Female,0.0,0.0,51.0,United-States,0
46.0,Self-emp-not-inc,428364.0,Masters,14.0,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0.0,0.0,33.0,United-States,0
55.0,Self-emp-not-inc,113080.0,Bachelors,13.0,Married-civ-spouse,,Not-in-family,White,Male,0.0,0.0,24.0,United-States,1
85.0,Private,840162.0,Some-college,10.0,Divorced,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,48.0,United-States,1
57.0,Private,72343.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,3103.0,0.0,30.0,United-States,1
45.0,,1300560.0,1st-4th,2.0,Married-civ-spouse,Craft-repair,Husband,White,Female,0.0,0.0,51.0,Germany,0
65.0,Self-emp-not-inc,48743.0,1st-4th,2.0,Never-married,Adm-clerical,Unmarried,Black,Male,0.0,0.0,39.0,United-States,0
74.0,Private,576712.0,Bachelors,13.0,Never-married,Craft-repair,Husband,Black,Female,0.0,0.0,34.0,United-States,1
48.0,Private,1427562.0,HS-grad,9.0,Never-married,Prof-specialty,Husband,White,Male,2407.0,0.0,29.0,Mexico,1
53.0,Private,1197499.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,15.0,United-States,1
33.0,Private,774996.0,Some-college,10.0,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,37.0,United-States,0
80.0,Private,720602.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Own-child,White,Female,0.0,0.0,28.0,United-States,1
81.0,Self-emp-not-inc,1097612.0,HS-grad,9.0,Never-married,Exec-managerial,Husband,White,Female,0.0,0.0,37.0,United-States,0
29.0,Private,203362.0,HS-grad,9.0,Divorced,Craft-repair,Husband,White,Male,0.0,0.0,38.0,United-States,0
42.0,Private,639724.0,Bachelors,13.0,Never-married,Craft-repair,Husband,White,Male,0.0,0.0,61.0,United-States,0
37.0,Private,1264309.0,Some-college,10.0,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,43.0,Philippines,0
85.0,Self-emp-not-inc,92413.0,Bachelors,13.0,Never-married,Exec-managerial,Unmarried,White,Male,13550.0,0.0,52.0,United-States,1
21.0,Private,1050158.0,Assoc-voc,11.0,Never-married,Exec-managerial,Other-relative,White,Male,0.0,0.0,46.0,United-States,0
32.0,Private,1353233.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,Black,Female,0.0,0.0,52.0,United-States,0
40.0,Private,1144042.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,58.0,United-States,1
58.0,Private,1349752.0,10th,6.0,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0.0,0.0,59.0,United-States,1
35.0,,1022162.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Unmarried,White,Male,0.0,0.0,29.0,United-States,0
56.0,Private,199780.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,23.0,United-States,1
72.0,Local-gov,1368237.0,Bachelors,13.0,Never-married,Prof-specialty,Husband,Black,Male,2964.0,0.0,63.0,United-States,1
78.0,Private,320637.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0.0,0.0,46.0,United-States,0
24.0,Private,995497.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Own-child,Black,Female,0.0,0.0,54.0,United-States,0
27.0,Private,135626.0,HS-grad,9.0,Separated,Adm-clerical,Not-in-family,White,Male,0.0,0.0,31.0,United-States,0
24.0,Local-gov,1044179.0,Bachelors,13.0,Married-civ-spouse,Sales,Own-child,White,Female,0.0,0.0,30.0,United-States,1
84.0,Private,227158.0,9th,5.0,Separated,Prof-specialty,Husband,White,Female,7298.0,0.0,17.0,United-States,0
65.0,Private,1371267.0,HS-grad,9.0,Divorced,,Own-child,White,Female,0.0,0.0,24.0,United-States,0
56.0,Private,1377183.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Wife,White,Female,0.0,0.0,53.0,United-States,1
75.0,Private,70289.0,HS-grad,9.0,Divorced,Sales,Unmarried,White,Male,0.0,0.0,34.0,United-States,0
60.0,Self-emp-not-inc,1166673.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
